student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
052130546384,14,female,public,diploma,4.5,56.3,yes,15-30 min,yes,coaching,74.7,76,56.4,67.9,d
052130546385,15,male,private,diploma,6.7,76.3,yes,<15 min,yes,group study,99.9,79.5,89,85.7,b
052130546386,17,male,public,diploma,5.2,84.1,yes,30-60 min,yes,online videos,61.7,81.5,80.6,80.8,c
052130546387,16,other,public,no formal,3.8,52.8,yes,30-60 min,yes,mixed,61.5,57.1,42.6,48.5,e
052130546388,18,male,public,phd,4,52.8,yes,>60 min,no,group study,59.8,39.4,44.4,52.3,e
052130546389,15,male,public,no formal,8,86.9,yes,30-60 min,no,coaching,82.5,100,100,97.2,a
052130546390,17,other,public,high school,1.6,60.3,yes,>60 min,yes,coaching,36.7,36.3,26.5,41.9,e
052130546391,18,female,public,high school,2,57.7,no,>60 min,no,group study,32.6,38.6,35.3,32.2,f
052130546392,16,male,public,high school,5.2,98.1,yes,30-60 min,no,mixed,87,71.4,83.7,80.4,c
052130546393,15,female,public,diploma,5.8,59,yes,30-60 min,no,coaching,50.5,70.6,43.5,60.9,d
052130546394,17,female,public,phd,3.5,84.2,yes,15-30 min,yes,notes,74.7,32.7,67.3,66.9,d
052130546395,17,male,public,high school,0.7,90.7,no,>60 min,no,coaching,33.7,22.3,21.6,32.8,f
052130546396,14,female,public,post graduate,4.4,66.4,yes,15-30 min,no,online videos,51.9,80.3,77.9,60.4,d
052130546397,17,female,private,post graduate,1.6,73.2,yes,>60 min,yes,textbook,33.2,43.9,26.1,38.5,f
052130546398,14,other,private,post graduate,0.9,77.7,yes,30-60 min,yes,group study,39.8,24.8,49.7,34.9,f
052130546399,17,male,private,graduate,3.1,60,no,>60 min,yes,group study,35,30.1,38.5,41.1,e
052130546400,19,other,public,post graduate,1.5,64.8,yes,<15 min,no,notes,39.4,37.5,45.8,42.8,e
052130546401,17,male,public,post graduate,3.8,98.2,no,15-30 min,no,notes,60.6,62.5,67.3,64.2,d
052130546402,18,other,private,post graduate,6.2,63.7,yes,15-30 min,yes,group study,58.7,72.6,59.3,75.1,c
052130546403,15,other,private,graduate,0.9,90.6,yes,30-60 min,no,group study,46.3,63.5,46.1,51.6,e
052130546404,19,female,public,no formal,4.2,76.8,yes,<15 min,yes,coaching,62.9,86.1,61,65.3,d
052130546405,18,male,private,graduate,4.2,82.3,yes,15-30 min,yes,notes,67.3,65.7,51.2,67.2,d
052130546406,19,male,public,post graduate,0.5,72.9,no,<15 min,yes,coaching,33,29,23.7,26,f
052130546407,18,female,private,diploma,6,79.4,yes,15-30 min,no,textbook,74.2,80,83.7,83.4,c
052130546408,17,other,public,high school,1.2,77,yes,>60 min,no,mixed,45.8,26.6,23.6,36.5,f
052130546409,17,other,private,graduate,7.5,74.1,yes,>60 min,no,mixed,84.5,95.3,100,88.3,b
052130546410,19,male,public,no formal,5.3,90.1,yes,15-30 min,no,group study,76.3,77.8,68.4,77.1,c
052130546411,19,male,private,post graduate,2.7,94,no,30-60 min,yes,group study,37.9,66.4,40,54.1,e
052130546412,16,female,public,phd,7.4,62.8,yes,15-30 min,yes,mixed,64.9,68.3,85.7,75.5,c
052130546413,14,female,public,diploma,3.5,56.8,yes,15-30 min,yes,group study,62.9,53.3,42.5,53.7,e
052130546414,14,other,private,no formal,2.5,90.6,yes,30-60 min,no,notes,53.6,48.4,55.5,63.1,d
052130546415,15,other,private,high school,3.4,60.6,yes,15-30 min,no,mixed,33.2,43.4,52.5,43.5,e
052130546416,14,female,private,no formal,5.1,93.3,yes,30-60 min,yes,mixed,75.9,78.3,68.1,75.3,c
052130546417,15,female,public,diploma,5.9,55.1,yes,<15 min,yes,mixed,73,59.8,76.7,66.2,d
052130546418,14,female,public,high school,5.5,54.6,yes,>60 min,yes,notes,56,58.3,57.3,57.5,d
052130546419,19,female,public,post graduate,7.4,59.1,no,>60 min,yes,group study,59.4,81.9,72.4,79,c
052130546420,14,other,public,phd,7.7,50.6,yes,>60 min,yes,group study,66.5,62.3,84.2,80.5,c
052130546421,17,male,public,diploma,2,87.4,yes,15-30 min,yes,online videos,70.7,44.4,50.5,57.4,d
052130546422,16,other,public,phd,7.3,69.9,yes,15-30 min,no,coaching,83.6,76,88.6,77.3,c
052130546423,15,other,private,diploma,1.3,97.3,yes,30-60 min,no,coaching,32.5,43.2,48.3,48.7,e
052130546424,18,female,private,no formal,7.7,68.3,yes,15-30 min,no,mixed,83.6,96.8,93,86.4,b
052130546425,19,female,private,phd,2.4,85.1,yes,15-30 min,no,textbook,80.5,66.8,47.9,62.6,d
052130546426,18,female,public,diploma,2.5,84.2,yes,<15 min,no,textbook,62.9,64.6,55,63,d
052130546427,19,other,private,phd,3.7,66.2,yes,15-30 min,no,mixed,57.7,71.4,50.7,65,d
052130546428,17,male,public,post graduate,1.9,94.6,yes,>60 min,yes,mixed,35.5,56.8,63.8,50,e
052130546429,18,female,public,phd,6.7,69.9,yes,30-60 min,no,mixed,72.6,70.3,73.3,77,c
052130546430,14,female,private,graduate,1.4,77.6,no,<15 min,no,notes,42.5,40.3,24.4,34.6,f
052130546431,19,other,public,graduate,3.8,69.9,yes,<15 min,yes,notes,87.1,83.6,60.6,66.3,d
052130546432,18,male,private,high school,7.3,71.8,yes,>60 min,yes,mixed,95.9,90.6,74.8,82.9,c
052130546433,15,male,public,high school,5.3,52.7,yes,15-30 min,no,coaching,72.3,64.4,85,67.8,d
052130546434,16,female,private,high school,5.1,65.5,yes,>60 min,no,group study,60.1,41.7,65.7,61.1,d
052130546435,17,female,public,high school,8,97.4,yes,30-60 min,no,mixed,86.8,83.9,85.1,97.9,a
052130546436,14,other,public,graduate,0.7,91.6,yes,>60 min,yes,mixed,42.4,46.4,39.6,44.9,e
052130546437,18,male,public,phd,2.9,94,yes,>60 min,yes,mixed,45.9,54.8,65.1,63.7,d
052130546438,15,male,public,no formal,1.4,85.6,yes,30-60 min,no,online videos,50.3,29.3,45.2,41.7,e
052130546439,14,female,private,graduate,1.9,82.7,yes,>60 min,yes,coaching,48.8,54.8,46.7,46.9,e
052130546440,15,female,public,post graduate,2.1,94.9,yes,30-60 min,yes,coaching,53,65.7,43.4,54.1,e
052130546441,19,male,private,diploma,5.2,76.9,yes,>60 min,no,notes,68,71.6,87.8,82.2,c
052130546442,15,male,private,high school,2.5,95.8,yes,30-60 min,yes,coaching,64.5,76.6,61.1,61.3,d
052130546443,17,female,private,diploma,5.5,70.8,yes,<15 min,yes,group study,66.1,62.8,73,68.7,d
052130546444,18,male,private,post graduate,6,79.9,yes,<15 min,no,notes,77.2,74.7,50.9,72.8,c
052130546445,14,other,private,phd,3.5,73.6,yes,15-30 min,yes,mixed,65.1,48.1,67.4,65.5,d
052130546446,18,male,public,post graduate,4.5,51,yes,<15 min,no,group study,60.4,58.8,62.2,50.3,e
052130546447,15,other,private,diploma,1.5,59.9,yes,<15 min,yes,online videos,23.2,29.9,45,45.9,e
052130546448,18,male,private,graduate,6.1,96.4,yes,>60 min,yes,textbook,85.9,68.1,80.7,83.5,c
052130546449,15,female,public,post graduate,3.6,79.9,yes,<15 min,no,coaching,67.9,61,50.6,59.3,d
052130546450,14,other,public,post graduate,6.8,52.3,yes,30-60 min,no,group study,79.8,61.7,56.6,77.7,c
052130546451,18,female,public,no formal,4.4,98.4,yes,>60 min,yes,online videos,75.7,74.3,75.2,76,c
052130546452,18,other,private,no formal,5.7,96.4,yes,>60 min,no,coaching,89.8,62.3,70,76.2,c
052130546453,19,male,private,diploma,3.2,85.6,no,15-30 min,no,coaching,42.4,63.8,66.4,54.2,e
052130546454,18,other,public,high school,3.3,64.2,yes,15-30 min,no,coaching,45.8,66.2,45.6,58.2,d
052130546455,16,male,private,graduate,3.8,64.7,yes,30-60 min,no,textbook,57.5,48.9,57.7,57.5,d
052130546456,15,female,public,graduate,5.3,93.3,yes,15-30 min,no,notes,97.4,96.3,92.9,89.6,b
052130546457,15,male,private,phd,4.3,53,yes,<15 min,no,mixed,64.6,53.8,64.4,61.6,d
052130546458,17,other,public,post graduate,6.5,61.9,no,30-60 min,yes,textbook,98.4,94,76.9,86,b
052130546459,16,male,public,no formal,0.9,58.3,yes,15-30 min,yes,online videos,48.8,33.3,27.8,32.2,f
052130546460,16,other,private,phd,7.3,85.8,yes,<15 min,no,mixed,86,100,93.7,90.6,b
052130546461,15,female,private,post graduate,7.4,69.1,yes,30-60 min,yes,mixed,96.8,83.8,87.7,90.4,b
052130546462,16,female,public,diploma,2.3,95.8,yes,30-60 min,yes,textbook,63.2,55.2,58.8,56.2,d
052130546463,15,female,public,no formal,1.3,90.1,yes,>60 min,yes,coaching,59.1,57,36.2,52.9,e
052130546464,14,male,public,post graduate,4.8,99.2,yes,<15 min,yes,mixed,68.2,88.7,69.7,73.3,c
052130546465,14,male,public,high school,1,64.9,yes,>60 min,yes,notes,20,25.3,30.7,24.7,f
052130546466,17,other,private,high school,2.2,73.7,yes,30-60 min,no,notes,45.3,36.4,43.9,46.3,e
052130546467,16,other,private,diploma,4.3,83,yes,<15 min,no,notes,73.5,45.8,42,63.3,d
052130546468,14,other,private,no formal,5.1,98.7,yes,<15 min,no,coaching,63.6,76.7,80.7,79.7,c
052130546469,17,female,public,diploma,2,67.2,yes,<15 min,no,textbook,46.4,40.7,38.4,41,e
052130546470,14,male,private,high school,7.5,66.3,yes,15-30 min,no,group study,71.8,59.8,72,81.1,c
052130546471,14,female,private,no formal,1.9,81.3,yes,30-60 min,no,textbook,61.3,55.3,64.2,55.2,d
052130546472,14,female,private,phd,1.7,83.3,no,30-60 min,yes,group study,47.9,59.4,59.6,51.7,e
052130546473,16,female,public,high school,1.7,59.4,yes,<15 min,yes,textbook,53.4,32.7,40.7,46.7,e
052130546474,19,female,private,graduate,7.5,72.7,yes,30-60 min,yes,online videos,99.9,82.2,90.9,89,b
052130546475,15,other,private,post graduate,7.1,68.9,yes,15-30 min,yes,online videos,54.1,58,80.3,81.1,c
052130546476,15,female,private,diploma,0.7,71.1,yes,>60 min,no,mixed,27.6,30.3,28.1,35.6,f
052130546477,15,male,private,high school,5.9,57,yes,>60 min,yes,coaching,62.3,55.5,74.2,62.4,d
052130546478,16,other,public,post graduate,1.1,82.4,yes,30-60 min,no,coaching,36.5,50.1,35.8,41.8,e
052130546479,18,female,private,post graduate,1.1,59.4,yes,30-60 min,no,coaching,24.9,40.1,39.6,41.7,e
052130546480,15,female,public,no formal,1.1,51.3,no,30-60 min,no,mixed,35.9,39.5,30.9,34.9,f
052130546481,17,female,public,post graduate,6.7,74.8,yes,30-60 min,yes,online videos,77.8,99.6,93.9,91.6,b
052130546482,19,other,public,no formal,3.7,51.9,yes,30-60 min,yes,coaching,57.5,67,60.8,44.9,e
052130546483,19,other,private,post graduate,4.7,83.3,yes,>60 min,yes,textbook,56.3,62.5,71.4,61.3,d
052130546484,17,other,public,no formal,0.7,79.7,yes,30-60 min,no,coaching,37.5,32.5,62,42.3,e
052130546485,18,female,public,no formal,7.3,78.3,yes,>60 min,yes,mixed,100,86.4,100,95.8,a
052130546486,19,male,public,no formal,7.9,54.8,yes,>60 min,no,mixed,69.1,85.4,87,81.8,c
052130546487,18,female,private,post graduate,2.3,56.2,yes,<15 min,no,textbook,28.9,46.5,15.6,41.3,e
052130546488,15,other,public,diploma,5.4,83.3,yes,<15 min,no,group study,73.8,77.5,78.7,74.7,c
052130546489,14,other,private,graduate,5.6,51.6,yes,>60 min,no,group study,72.8,61.4,63.1,68.5,d
052130546490,14,other,public,high school,7.7,55.8,yes,30-60 min,no,coaching,84,100,81.2,91.6,b
052130546491,19,other,private,no formal,4.1,88.2,yes,<15 min,yes,textbook,53.3,71.2,67.4,72.1,c
052130546492,17,female,private,post graduate,2.3,58.3,yes,<15 min,no,mixed,41.4,33.4,38.6,42.5,e
052130546493,15,male,public,post graduate,3.2,74.8,yes,15-30 min,no,online videos,59,73.6,48.2,60.4,d
052130546494,16,female,private,phd,5.3,54.9,yes,<15 min,yes,coaching,64.5,87.1,65,68.7,d
052130546495,15,male,public,no formal,4,61.8,yes,30-60 min,yes,group study,48,64.2,69.6,48,e
052130546496,18,other,private,phd,1.1,94,yes,30-60 min,no,coaching,61.1,39.2,37.3,52,e
052130546497,17,other,private,graduate,6.6,87.7,yes,15-30 min,no,notes,95.4,100,99.1,95.9,a
052130546498,19,female,private,high school,7,59.4,yes,30-60 min,no,group study,74.7,66.3,74.7,71.4,c
052130546499,15,female,public,high school,4.1,60.7,yes,30-60 min,yes,mixed,63,52.7,63.4,59.6,d
052130546500,16,male,public,graduate,4.4,73.7,yes,>60 min,yes,mixed,56.9,58.1,54.9,54.9,e
052130546501,14,male,private,graduate,4.2,81.6,yes,>60 min,no,online videos,62.2,63.2,71.1,66.3,d
052130546502,19,male,public,no formal,4.5,79.1,no,15-30 min,no,group study,71.6,63.6,55.7,69.6,d
052130546503,17,male,private,diploma,1.3,64.2,yes,15-30 min,no,mixed,41.5,26.4,26.1,31,f
052130546504,17,male,public,high school,3.8,97.3,yes,<15 min,no,online videos,54.8,63.2,59.7,61.9,d
052130546505,16,other,public,phd,3.9,91.8,yes,15-30 min,no,coaching,49.1,59.1,83.1,63.4,d
052130546506,15,other,private,graduate,8,82.6,yes,30-60 min,yes,notes,100,100,95.9,100,a
052130546507,19,female,private,diploma,0.9,95.4,yes,>60 min,yes,coaching,38.5,43.8,36,45.6,e
052130546508,16,male,public,diploma,2.8,64.7,yes,30-60 min,no,notes,49.7,35.6,51.9,44.3,e
052130546509,18,other,private,phd,4.2,65,no,<15 min,no,coaching,51.2,54.3,76.6,66.6,d
052130546510,14,female,private,post graduate,6.9,65.5,yes,15-30 min,yes,group study,82.5,93.7,89.8,89.5,b
052130546511,15,female,public,diploma,4,58,no,15-30 min,yes,mixed,60.4,58.9,40,57.8,d
052130546512,18,female,public,phd,2.7,57,yes,15-30 min,yes,textbook,34.1,42.1,38.3,37.9,f
052130546513,14,female,private,graduate,4.5,95.5,yes,>60 min,yes,textbook,78.4,75.2,67.9,74.4,c
052130546514,14,other,public,no formal,2.7,92.9,yes,30-60 min,yes,group study,62.7,59.5,56.9,55.2,d
052130546515,18,other,public,graduate,4.6,77.4,no,>60 min,yes,group study,56.9,52.1,51.6,59.1,d
052130546516,15,female,private,phd,5.7,83,yes,<15 min,yes,mixed,86.4,86.7,87.8,88.7,b
052130546517,15,other,private,phd,4.5,61.9,yes,<15 min,no,online videos,49.1,68.8,46.2,52.6,e
052130546518,17,other,public,no formal,5.1,51.1,yes,30-60 min,yes,notes,54.1,60.3,38,57.6,d
052130546519,15,male,public,phd,0.8,72.1,yes,15-30 min,no,notes,39,41.6,41.3,30.8,f
052130546520,14,other,private,phd,5.4,83.5,yes,30-60 min,no,group study,76.4,59,61.8,72.2,c
052130546521,14,female,private,no formal,7.8,84,no,15-30 min,yes,mixed,84.9,85.3,91.3,90.4,b
052130546522,14,male,private,graduate,4.2,80.2,yes,<15 min,no,notes,80.4,58.7,82.8,66.7,d
052130546523,14,other,private,post graduate,6.5,96.3,yes,15-30 min,no,coaching,100,83.9,88,96,a
052130546524,18,other,private,no formal,4.6,60.5,no,30-60 min,no,notes,54.8,54.5,60.2,55,d
052130546525,15,female,private,post graduate,5.8,63.2,yes,30-60 min,no,notes,66.3,72.8,67.4,77.5,c
052130546526,14,male,private,diploma,2.8,54,yes,15-30 min,yes,group study,39.7,43.2,50.3,45.3,e
052130546527,14,other,public,high school,7.8,96.8,yes,15-30 min,yes,notes,97.6,100,94.7,100,a
052130546528,16,other,public,high school,2.1,72.7,yes,>60 min,no,mixed,48.9,42.3,26.2,46.4,e
052130546529,19,male,public,graduate,1.7,70.1,no,30-60 min,no,mixed,64.6,53.4,55.5,49,e
052130546530,16,female,public,post graduate,0.8,99.3,yes,15-30 min,yes,mixed,58.2,52.5,41.1,43.3,e
052130546531,14,male,private,post graduate,4.6,71.4,yes,15-30 min,no,textbook,72.3,51.1,72.8,69.5,d
052130546532,15,male,private,high school,5.1,66.7,yes,<15 min,no,group study,34.2,57.5,62.8,62.1,d
052130546533,16,female,private,post graduate,5.4,60.4,yes,>60 min,yes,mixed,46.3,67.1,51.1,58.9,d
052130546534,15,male,public,post graduate,1.8,72,yes,30-60 min,yes,notes,34.1,40.7,57.5,47.7,e
052130546535,19,female,private,no formal,5.4,84.3,yes,<15 min,no,group study,93.3,96.5,84,81,c
052130546536,18,female,public,high school,1.7,95.7,yes,15-30 min,yes,coaching,41.7,68.9,46,52.8,e
052130546537,16,female,public,no formal,6.2,59.6,yes,>60 min,no,group study,61.7,70,79.4,80.1,c
052130546538,19,other,public,phd,2.6,84.6,no,>60 min,yes,coaching,76.5,54.6,73.9,58.8,d
052130546539,15,male,public,diploma,3.7,50.3,no,30-60 min,yes,mixed,45,53.4,47.1,49.8,e
052130546540,14,other,private,high school,3.3,90,yes,<15 min,no,mixed,65.1,79.6,61.3,63.8,d
052130546541,19,male,public,phd,3.3,64,yes,>60 min,no,notes,60.4,62.1,71.1,57.4,d
052130546542,19,male,public,post graduate,5.9,52,yes,<15 min,no,mixed,69.2,65.5,86.1,62.5,d
052130546543,15,female,public,phd,8,69.7,no,30-60 min,no,mixed,70.3,89.2,77.6,86.8,b
052130546544,17,male,private,post graduate,4.5,94.6,no,>60 min,yes,group study,56.3,74.4,68.6,69.7,d
052130546545,15,male,public,phd,3.5,61.6,yes,<15 min,yes,notes,70.1,56.1,54.7,55.8,d
052130546546,17,female,public,high school,2.7,64.4,no,>60 min,yes,mixed,44.9,55.9,65.3,55.7,d
052130546547,18,other,public,high school,5.2,58.4,yes,<15 min,yes,mixed,54.5,54.5,72.9,56.3,d
052130546548,18,female,public,no formal,3.9,99.1,yes,<15 min,no,textbook,82.6,64.7,62.7,65.1,d
052130546549,17,other,private,diploma,6.3,71.6,no,30-60 min,yes,group study,88.9,70.7,54.5,72.7,c
052130546550,18,male,public,graduate,5.1,97.4,yes,15-30 min,no,mixed,76.3,85.3,70.7,71.2,c
052130546551,17,male,public,graduate,3.6,54.6,yes,<15 min,no,coaching,49.9,63,54.9,55.9,d
052130546552,18,female,public,post graduate,7.6,72.4,yes,>60 min,yes,coaching,100,99.2,100,99.1,a
052130546553,15,other,public,post graduate,0.6,73.7,yes,15-30 min,no,online videos,26.5,56.6,24.1,37.1,f
052130546554,16,other,public,post graduate,5.7,62.8,no,15-30 min,no,online videos,78,52.9,66,71.2,c
052130546555,16,male,public,graduate,3.6,74.9,yes,>60 min,yes,mixed,73.4,63.2,78,66.8,d
052130546556,17,female,private,high school,1.4,67.5,yes,>60 min,no,textbook,33.3,46.3,50,45.9,e
052130546557,14,female,private,diploma,1.2,62.3,yes,30-60 min,yes,online videos,61.2,30.9,33,31.6,f
052130546558,15,other,public,phd,5.4,68.3,no,30-60 min,yes,group study,70.6,69.5,68.2,63.8,d
052130546559,19,male,public,post graduate,1.6,81.8,yes,15-30 min,yes,textbook,33.7,46.8,39,40.4,e
052130546560,14,female,public,phd,6.9,73.4,yes,>60 min,yes,textbook,100,93.8,78.5,90.2,b
052130546561,17,other,private,graduate,2.8,70.5,yes,30-60 min,yes,coaching,56.2,44.6,55.4,55.8,d
052130546562,17,female,public,post graduate,3.1,92.7,yes,30-60 min,no,group study,60.7,71.3,62.6,61.7,d
052130546563,16,other,public,diploma,5.5,82.2,yes,>60 min,yes,coaching,62.6,63.3,88.3,68.8,d
052130546564,14,female,public,no formal,2.2,81.8,yes,>60 min,no,online videos,65.5,56.2,53.3,56.3,d
052130546565,14,female,public,post graduate,0.6,61.1,yes,>60 min,yes,textbook,45.7,35.1,35.8,30.6,f
052130546566,15,male,private,no formal,3.8,87.5,yes,15-30 min,no,group study,61.1,39.6,66.3,62.8,d
052130546567,14,other,private,graduate,4.5,51.8,yes,>60 min,no,online videos,66.9,62.6,76,65.4,d
052130546568,14,male,public,phd,3.8,60.7,no,>60 min,yes,online videos,40.7,27.9,48,48.3,e
052130546569,14,other,private,no formal,3.9,70.6,yes,30-60 min,yes,coaching,52.1,53.5,46.4,55.2,d
052130546570,15,other,private,post graduate,5.5,94.5,yes,15-30 min,no,mixed,84.4,57.5,100,77.6,c
052130546571,19,female,public,phd,6.8,51.4,yes,<15 min,yes,online videos,93.5,95,68,83.6,c
052130546572,17,other,public,graduate,3.2,72.2,yes,<15 min,no,textbook,60.7,56.6,55.1,62.2,d
052130546573,14,other,public,post graduate,6.4,56,yes,15-30 min,no,coaching,75,69.8,74.5,76.9,c
052130546574,17,other,public,phd,1,61.5,no,>60 min,yes,notes,31.1,52.9,49.4,31.4,f
052130546575,14,male,public,post graduate,4.1,70.3,yes,<15 min,no,textbook,47.7,51.5,48,53.7,e
052130546576,16,male,private,no formal,3.3,54.9,no,<15 min,no,coaching,63.5,63.5,44.6,55.4,d
052130546577,14,male,private,post graduate,4,91.5,yes,15-30 min,no,group study,62.5,47.8,63,59.5,d
052130546578,14,male,public,post graduate,1.2,54.1,yes,<15 min,no,textbook,26.4,10.8,33.9,21.4,f
052130546579,14,other,private,high school,1.5,79.3,yes,30-60 min,no,notes,32.1,40.8,29.1,42.5,e
052130546580,16,male,private,graduate,2.7,58.2,yes,30-60 min,yes,notes,56.1,39.4,51.5,46.3,e
052130546581,16,male,public,phd,2.6,55.3,no,<15 min,no,group study,38.8,39.2,49,45.6,e
052130546582,16,other,public,phd,3.4,73.1,yes,>60 min,no,group study,53.8,55.7,48.6,57.6,d
052130546583,17,male,public,phd,3.9,67.3,no,<15 min,no,coaching,48.6,49.4,45,57.4,d
052130546584,18,other,public,post graduate,2.2,52.3,yes,30-60 min,no,group study,31.7,21.1,39.7,37.6,f
052130546585,18,other,public,no formal,5.1,53.2,yes,<15 min,no,textbook,55.6,60.6,48.2,57.1,d
052130546586,17,female,private,diploma,3.3,65,yes,<15 min,yes,online videos,43.9,45.2,43.9,46.5,e
052130546587,17,other,public,high school,1,89.1,yes,30-60 min,no,notes,32.9,32.5,51.2,38.6,f
052130546588,16,other,public,no formal,2.3,92.6,yes,<15 min,yes,online videos,60.2,62.5,48.2,46.1,e
052130546589,15,male,public,high school,4.7,53.3,no,30-60 min,yes,coaching,61.7,60,49.9,53.4,e
052130546590,16,male,private,phd,5.1,58.6,no,15-30 min,no,coaching,62.6,51.5,77.5,56.6,d
052130546591,14,female,private,graduate,6.5,67,yes,>60 min,no,textbook,97.8,82.8,90.1,86.1,b
052130546592,19,female,private,post graduate,2.3,82.5,yes,30-60 min,no,online videos,50.4,30.9,48,54.3,e
052130546593,16,other,public,graduate,4.7,64.3,yes,15-30 min,yes,group study,61.1,48.5,64.2,58.6,d
052130546594,18,male,public,diploma,4.1,61.1,yes,<15 min,no,notes,59.9,62.2,70.1,59.8,d
052130546595,19,male,private,diploma,6.9,79.4,yes,>60 min,yes,notes,74.4,100,99.6,93.4,b
052130546596,16,male,public,phd,6,84.1,yes,>60 min,no,group study,96.6,81.5,98.8,89.2,b
052130546597,19,male,public,high school,1.5,74.4,yes,15-30 min,yes,coaching,43.1,42.5,58.4,46.7,e
052130546598,16,other,private,high school,7.7,83.4,no,>60 min,yes,notes,93.4,91.9,90.5,92.3,b
052130546599,14,female,public,phd,3.2,50.2,yes,15-30 min,yes,online videos,33.3,41.7,53.2,39.8,f
052130546600,14,other,public,diploma,7.7,66.4,yes,>60 min,no,group study,96.6,85.5,100,97.2,a
052130546601,14,male,private,phd,2.6,80.5,yes,<15 min,yes,online videos,70.8,32.8,47.7,45.7,e
052130546602,19,male,private,phd,4,82.5,yes,15-30 min,no,mixed,49.5,99.5,96.7,74.4,c
052130546603,16,other,private,no formal,4.6,59.7,yes,30-60 min,yes,group study,78.2,52.7,64.8,69,d
